Customer,text,title,hotel_Name,numberOfReviews,finalRating
226fengn,"room is beautiful， the food is good. reception Kassandra is nice.
环境非常好
服务员也很可爱
在这里度过了一个美好的假期 和朋友们在海边拍照 留下了很多美好的记忆 期待再来 
环境非常好
服务员也很可爱
在这里度过了一个美好的假期 和朋友们在海边拍照 留下了很多美好的记忆 期待再来 
我们会再来的。这是我们第2次来斯里兰卡，第一次这这里的酒店。下次我们还会推荐朋友来住这里。还有一些小建议就是早餐的品种可以再多一些吗？这样就非常棒了，期待可以再改善一下这里。",good day,Sentido Heritance Negombo,0.6907458909106905,0.4085732826900327
dilharak2022,Amazing stay in this little boutique hotel. Rooms were comfortable and offered spectacular views of the Kandy Hills that you could enjoy from your personal jacuzzi. The staff were well mannered and considerate and the food was very tasty.,One night stay,Theva Residency,-0.21735542598990248,0.4085732826900327
munasinghatuktuktour,"Theva Residency in Kandy is a boutique hotel that stands out for its breathtaking views of the surrounding hills and valley. Guests appreciate its modern, well-appointed rooms, particularly the suites with in-room Jacuzzis. The infinity pool, sauna, and fine dining restaurant add to its appeal, offering a luxurious and intimate experience",Theva Residency’s food offerings are a true delight for the senses. Its award-winning restaurant offers a blend of Asian,Theva Residency,-0.21735542598990248,0.4085732826900327
avidtraveler4444,"I have to say, I was blown away by Theva Residency. The winding roads leading to the hotel are a bit eyebrow raising, and even when you pull up to the driveway, it's still very unassuming. But we were immediately welcomed into what would become a highlight in our Sri Lanka trip.

Theva Residency is a nicely adorned boutique property in the hills of Kandy. An easy 15-20 minute drive to Temple of the Tooth and Kandy city center proper. The service was warm, friendly, and genuine from the moment we checked in. We were assigned room 7, and it was a beautiful mountain facing room, that was exceptionally large. The bed was super comfortable, and the hotel had all of the major amenities you could need in the bathroom. 

What really sets Theva apart is their ability to be boutique, but have all of the bells and whistles of a luxury hotel. While we didn't use the pool, little touches like turn down service and someone bringing chocolates before bedtime were nice touches. The food was INCREDIBLE - we had the set menu for dinner and the options were fantastic, presentation was impeccable, and service was stellar. It also helps that this property has more staff than guests so they're always looking to enhance the experience. 

I was especially blown away by breakfast - a multi-course affair with a fresh fruit plate and bread basket to start. All of which were fresh and super tasty. Coffee your way - I asked for a regular drip (filtered) coffee and it was served in a French press!

Theva is in a league of its own, and for someone who regularly stays at 5* luxury resorts, I was so incredibly surprised by how lovely this stay was. Would highlight recommend to anyone visiting Kandy and looking for a boutique / local stay with genuine care and service.",A Gem In The Hills of Kandy,Theva Residency,-0.21735542598990248,0.4085732826900327
MeuraanjanaT,"Though I always share this as a secret to a selected few.. Theva has been loved by many by now. The seasons have changed but the amazing food, ambience & Mr. Russell have not changed a bit. As always they were simply wonderful.
I dined with my wife on her birthday & Theva made it all perfect. 
Thank you & wishing many more prestigious years dear Theva. #thevacuisine",Visiting the beloved Theva!,Theva Residency,-0.21735542598990248,0.4085732826900327
G4144BSmassimilianoc,"Bell'albergo, posizione defilata dal centro, ma si trattava di una nostra scelta dato che si svolgeva il Perahea.  Stanze ampie, luminose e con una bella terrazza con vista Kandy. Se posso aggiungere che ho trovato di cattivo gusto far pagare poco più di 1 euro le uova strapazzate a colazione - a mio parere doveva essere tutto incluso .","BEL POSTO, VALE IL VIAGGIO",Theva Residency,-0.21735542598990248,-0.7649882739728273
853legrandb,"Excellente halte appréciée par toute la famille ! 
Un accueil chaleureux, de jolies chambres confortables avec vue imprenable sur la vallée de Kandy, les moments de détente et de rafraîchissement à la piscine en plus des savoureux dîners et délicieux petits déjeuners... ils sont aux petits soins ! A recommander",Quel accueil ! Quelle vue ! Et une table savoureuse !,Theva Residency,-0.21735542598990248,0.4085732826900327
C4624HWmaria,"Mooie lokatie, lekker bed, gevulde minibar, fijne kamer. Met tuktuk ben je zo in het centrum. Behulpzaam en bijzonder vriendelijk personeel. Lunch en ontbijt was ruim voldoende en goed. 's avonds bij terugkomst in hotel krijg je bonbon..",Nachtje Kandy,Theva Residency,-0.21735542598990248,0.4085732826900327
Witteke,"Kleinschalig hotel met huiselijke sfeer.  We verbleven in half pension. Geen uitgebreide kaart voor het avondeten, maar er is zeker iets te vinden voor ieders smaak. Gerechten waren zeer lekker klaar gemaakt. Vriendelijke bediening. Idem voor het ontbijt. 
Kamers beetje verouderd maar proper. Goed geslapen, weg van de drukte van Kandy-centrum en met een mooi uitzicht vanop de helling waartegen het hotel gelegen is.",Rustig kleinschalig hotel met vriendelijke bediening,Theva Residency,-0.21735542598990248,-0.7649882739728273
jameskS4147GP,"Great, Great, Remote Hotel.....and OHHHH THE VIEWS!  Great Food, friendly service. All around great visit for 3 days in the Penthouse. Totally enjoyed every minute. When heading to Kandy, make sure to look up Theva Residency. Highly recommended!! A+++","Best Hotel in Kandy!! The Room, Views, Food, and Friendliness Make it the BEST!",Theva Residency,-0.21735542598990248,0.4085732826900327
Footprints65077,"Our journey to Kandy was a long-waited family trip for few months. All were busy with their agendas and waiting to take a break.
This time we selected Theva Residency, it was a perfect choice!!!  An ideal location up in the mountains with an amazing view throughout the day.  The uniqueness was you are able to enjoy the mountain view from your room, pool and the restaurant.
The staff were exceptionally hospitable, and they always look for opportunities to anticipate our needs and exceed those. Food was excellent.

A great location for Equilibrium and a fun filled holiday experience.

We will definitely be back.

Suranga, Tharanga , Thaviru and Vihansie",For an exceptional hospitality experience in Kandy,Theva Residency,-0.21735542598990248,0.4085732826900327
gwwc,Staying at Theva was like going to a second home. You are made to feel at home from the time you arrive until the moment you leave. The staff are warm and friendly. The cuisine is exquisite. The view is breathtaking. I'll definitely go back to Theva.,"Excellent service, food and location with very comfortable lodging.",Theva Residency,-0.21735542598990248,0.4085732826900327
amalk852,"Endlich schaffe ich es, diese Bewertung zu schreiben: Wir waren mit unserer kleinen Tochter im August/September 2021 zu Gast in „The Teva Residency“ (soweit reicht die Tripadvisor-Datumsangabe leider nicht zurück). Während dieser Zeit gerieten wir in einen mehrwöchigen Pandemie-Lockdown und waren irgendwann die einzigen Gäste. Wir hatten ein sehr schlechtes Gewissen, allen so viel Mühe zu bereiten. Dennoch haben sich die Mitarbeiter einfach rührend um uns gekümmert! Sie waren unglaublich freundlich und der Service blieb auch in dieser Zeit einwandfrei. Das Team hat uns immer wieder mit neuem, ausnehmend gutem Essen überrascht (nachdem wir die sehr leckere Speisekarte mehrfach durchprobiert hatten) und hat wirklich alles getan, um uns den Lockdown so angenehm wie möglich zu gestalten. Der Einsatz des ganzen Teams und auch ihrer Chefin war wirklich außergewöhnlich! Vor allem unserer kleinen Tochter wurde wirklich jeder Wunsch von den Lippen abgelesen. Obwohl die Lebensmittel zu dieser Zeit im Land immer teurer wurden, schaffte es das Team immer wieder, ihr die geliebte Teva-Schokoladentorte zu backen. Als wir dann endlich abreisten, bekam unser Kind Spielzeug geschenkt und eine Torte als „Wegzehrung“ überreicht. Die Puppe wird auch heute noch in Ehren gehalten und meine Tochter mag seitdem keinen anderen Schokoladenkuchen mehr, weil keiner so gut schmeckt wie die „Teva-Torte“. ;-)  
Die Menschen in Sri Lanka sind alle unglaublich freundlich, aber das Team von „The Teva Residency“ gehört für uns wirklich zur Spitzenklasse!",Spitzenklasse,Theva Residency,-0.21735542598990248,0.4085732826900327
FarAway24408391860,"From my recent gateway to Sri Lanka I went to Theva residency. 

The food here was great. It was authentic, aromatic, delicious. The taste of the food was just amazing. 

The hotel was on top of the mountain so the view from the hotel was just mind blowing. The ambience of the hotel was excellent. 

The staff was so well mannered.

Recommended food: Thai green curry with rice, Soup of the day served in the bread bowl, baked white onion with cheese toast soup, Theva special rice and curry served with 17 authentic srilankan curries, Theva wattalapan pot, Home made Icecream, Battered fried fish with salad. 

Most highlights of the visits are Soup of the day served in the bread bowl, Theva special rice and curry served with 17 authentic srilankan curries.

Highly recommend this place to visit.

Food: 5/5 | Service: 5/5 | Atmosphere: 5/5",Had Best Food experience at Theva,Theva Residency,-0.21735542598990248,0.4085732826900327
E2274XVhannahg,"We had a really great stay here. The hotel, pool, and views of Kandy hills are stunning. It’s away from the hustle and bustle of the centre but only a 5min ride away. The food and cocktails are delicious. We’d particularly recommend the Sri Lankan breakfast it was so good! A special mention to the staff - they were so welcoming and endearing. Thank you for a lovely stay.",A beautiful place to stay,Theva Residency,-0.21735542598990248,0.4085732826900327
Hongyan11111,"Love my stay there! The location must be the best of Kandy! It locates on top of a hill, and I got to see the whole valley! I was there during local New year, so I was lucky to see all the fireworks as well. My favorite part is the sauna and steam room, as well as enjoying the sunset time by the pool!",Best view of Kandy,Theva Residency,-0.21735542598990248,0.4085732826900327
264thilinam,"The accommodation facilities were impeccably clean and highly comfortable, and the staff exhibited exceptional service. Their customer service was beyond ordinary as they made every effort to ensure our stay was enjoyable. It is an ideal family-friendly destination that offers special attention to children. I would highly recommend this hotel to anyone planning to visit Kandy.","Awesome, excellent service and fantastic place to visit.",Theva Residency,-0.21735542598990248,0.4085732826900327
frenchinoz,"It is a lovely spot with a fantastic view. 
We booked the penthouse and the view and space was lovely. 
The hotel is nice and small, however the penthouse main room doesn’t have curtains all the way which was an issue for us as our kids were sleeping in that room.
The bathtub could also do with some refurbishment it is falling part. 
The breakfast was nice and fresh (despite the fact you have to pay extra for a cafe latte) however we wouldn’t recommend the restaurant. We thought it was overpriced for the quality of food / menu available.",Lovely spot with fantastic views,Theva Residency,-0.21735542598990248,-0.7649882739728273
Explore63027340014,"We had a great lunch to day
 Nice environment and beautiful hotel and service is very highlevel
 Specially thanks for Nadeesha we come back again we had a enjoyed time this hotel thanks a lot mahaweli reach hotel  nadeesha is very friendly and kind",Excellent,Theva Residency,-0.21735542598990248,0.4085732826900327
liznI9333SI,"We had a fabulous stay for a couple of nights here. The room was beautiful with a great view over Kandy.  The bathroom had probably been refitted recently and was good.   The pool area was well furnished and quiet. 
 However, the food was the real highlight. The chef provided a range of truly multi cultural dishes, cooked to your preference. All the staff were attentive and friendly   We would love to visit again.",Fantastic experience,Theva Residency,-0.21735542598990248,0.4085732826900327
CH1LDS1E,"Rooms were of poor standard (we were shown 3 before we had to choose one or have nowhere to sleep) - bathroom was tiny and bath looked old and tired - and it was extremely slippery.  The male hotel receptionist was not helpful when we told him that the room was not what we expected for the amount of money we had paid and he just kept saying you'll need to contract your travel agent.   We'd been touring Sri Lanka and had stayed a many hotels during the tour that were meant to be of a similar standard, but sadly this place was lacking.

There a very tiny pool, that we did not go in.  The only saving grace for this hotel is the food, which we really enjoyed and the restaurant staff were extremely attentive.

We contacted our travel agent to get us moved to the original booked hotel (Grand Kandyan) on the second night and much preferred our final stay in Kandy.

Just as were were leaving a very kind lady showed us to a beautiful room and said we could have that on our second night if we would like to stay.  If all rooms were like that, we would not have had such an issue.... but sadly they don't show you the poor rooms on their website.  

What a shame that it turned out like this as we were celebrating our wedding anniversary and it certainly put a damper on things.",Not the best experience,Theva Residency,-0.21735542598990248,-3.1121113872985475
sewwandig,"We stayed at 98 Acres Resort for two nights as a honeymoon couple, and it was an unforgettable experience. From the moment we arrived, we felt a warm, homely atmosphere, thanks to the incredible staff who went above and beyond to make our stay special. The stunning views, luxurious accommodations, and serene environment made it hard to leave – we truly wished we could stay longer! We’ll definitely be back soon to relive this wonderful experience. Highly recommended for anyone seeking tranquility and exceptional hospitality!",Best hotel,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
Y1990WVgerardp,"This is a beautiful hotel set in a tea estate . Accommodation and dining facilities excellent. Very grateful to Ishan and the team who arranged a lot of wonderful surprises as we were celebrating my wife’s birthday during our visit. 

Climbed Little Adam’s peak. It is well worth the visit as the views are stunning.",A hotel in paradise,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
Limbobski,"Great breakfast with an excellent view, with the roll out bed. We ordered breakfast for 4 in the roll-out bed, so had our children over for breakfast. It worked great :)

People were super friendly and everything was great. We spent some time in the lovely pool","Great breakfast with an excellent view, with the roll out bed",98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
rubenbG5282DS,"We had a wonderful stay at 98 acres for our honeymoon ! The restaurant, the service and the room were above our expectations. 
They had many awesome details regarding our honeymoon and Dewan has been really helpful and lovely to us. Besides, the flute player during the dinner was really talented ! 
We also want to thank all the SPA team for their wonderful care ! We had the best massage experience of our life with Kusuma massage (3 hours 30 min !!! 😍)
We will definitely come back !",10/10 ! 🤩,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
865kl,"We absolutely loved this hotel. The rooms were stunning and the views incredible. We especially loved the bed that rolled out into the balcony! With a view like that, we didn’t want to leave it!
The restaurant was a pleasure. The food was delicious and the staff were the friendliest and most helpful. 
We would love to come back. 
Thank you.",A wonderful experience,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
493tamarav,"Zeer mooie en unieke locatie. Wat een mooi hotel! We hadden een prachtige kamer met zicht op Ella Rock en litte Adams peak.  Zeer ruim en ontzettend verzorgd, zalig bed. Het restaurant was top, lekker uitgebreid ontbijt en zeer lekker avond eten á la carte! Steeds zeer vriendelijke bediening.  De laatste ochtend ook genoten van een zeer aangename sunrise yoga sessie op het helikopter platform,  wat een uitzicht! Zeer aangename les van Akhila! Echt een aanrader voor yogi's.",Unieke plek,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
Flyer1960,"Simply stunning. I guess its name takes after its land as villas are spread over the beautiful estate. It’s large enough that you need to call a buggy to get from you room/villa to the restaurant. Our balcony overlooked a tea plantation, a large bedroom with lovely ensuite. The location in Ella is very popular with hikers, bird watchers and thrill seekers (big zip wire). The restaurant was good as were the facilities. We should have stayed for at least 2 nights",Beautiful Ella,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
387rasmusf,"We had a fantastic stay at 98 Acres, where the view is absolutely stunning. The Spa Royal treatment is highly recommendable, where you sit in a bathtub looking over the valley. The staff went the extra mile to arrange for a birthday celebration. Great stay.",Great experience and they went the extra mile!,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
890aracelie,"Llevamos 6 días en Sri Lanka, hemos estado en 5 hoteles diferentes y sin duda es el mejor hotel de todos. La habitación preciosa con unas vistas espectaculares, el colchón muy cómodo, la comida genial y la atención esplendida. Sin duda lo recomendamos totalmente.",El mejor hotel en el que hemos estado en Sri Lanka,98 Acres Resort & Spa,1.0959948878766475,0.4085732826900327
125nedl,"Beautiful rooms, excellent facilities, great breakfasts. Would have loved aircon, or being able to open windows with screened doors. Great buggy driver service, front desk service was often a little slow. Beautiful views and landscaping, set in nature well.",Fun luxe eco type stay,98 Acres Resort & Spa,1.0959948878766475,-0.7649882739728273
